Result,Toss,Bat,Ground,Type,Selected_team,Other_team
lost,lost,1st,Visakhapatnam,ODI,India,West Indies
won,won,1st,Cape Town,ODI,Pakistan,South Africa
lost,lost,2nd,Cape Town,ODI,South Africa,Pakistan
won,won,2nd,Kanpur,ODI,India,West Indies
lost,lost,1st,Kanpur,ODI,West Indies,India
won,lost,1st,Gqeberha,ODI,Pakistan,South Africa
lost,won,2nd,Gqeberha,ODI,South Africa,Pakistan
won,won,2nd,Centurion,ODI,South Africa,Pakistan
lost,lost,1st,Centurion,ODI,Pakistan,South Africa
won,lost,1st,Johannesburg,ODI,South Africa,India
lost,won,2nd,Johannesburg,ODI,India,South Africa
won,lost,1st,Durban,ODI,South Africa,India
lost,won,2nd,Durban,ODI,India,South Africa
won,won,1st,Sharjah,ODI,Pakistan,Sri Lanka
lost,lost,2nd,Sharjah,ODI,Sri Lanka,Pakistan
won,won,2nd,Dubai (DICS),ODI,Sri Lanka,Pakistan
lost,lost,1st,Dubai (DICS),ODI,Pakistan,Sri Lanka
won,lost,1st,Sharjah,ODI,Pakistan,Sri Lanka
lost,won,2nd,Sharjah,ODI,Sri Lanka,Pakistan
won,lost,2nd,Abu Dhabi,ODI,Pakistan,Sri Lanka
lost,won,1st,Abu Dhabi,ODI,Sri Lanka,Pakistan
won,won,2nd,Auckland,ODI,West Indies,New Zealand
lost,lost,1st,Auckland,ODI,New Zealand,West Indies
won,lost,2nd,Abu Dhabi,ODI,Sri Lanka,Pakistan
lost,won,1st,Abu Dhabi,ODI,Pakistan,Sri Lanka
won,lost,1st,Queenstown,ODI,New Zealand,West Indies
lost,won,2nd,Queenstown,ODI,West Indies,New Zealand
won,won,1st,Nelson,ODI,New Zealand,West Indies
lost,lost,2nd,Nelson,ODI,West Indies,New Zealand
won,lost,1st,Hamilton,ODI,West Indies,New Zealand
lost,won,2nd,Hamilton,ODI,New Zealand,West Indies
won,lost,2nd,Melbourne,ODI,Australia,England
lost,won,1st,Melbourne,ODI,England,Australia
won,lost,2nd,Brisbane,ODI,Australia,England
lost,won,1st,Brisbane,ODI,England,Australia
won,lost,1st,Napier,ODI,New Zealand,India
lost,won,2nd,Napier,ODI,India,New Zealand
won,lost,2nd,Sydney,ODI,Australia,England
lost,won,1st,Sydney,ODI,England,Australia
won,lost,1st,Hamilton,ODI,New Zealand,India
lost,won,2nd,Hamilton,ODI,India,New Zealand
won,lost,1st,Christchurch,ODI,Scotland,Canada
lost,won,2nd,Christchurch,ODI,Canada,Scotland
won,won,2nd,Lincoln,ODI,Kenya,Netherlands
lost,lost,1st,Lincoln,ODI,Netherlands,Kenya
won,lost,1st,Perth,ODI,England,Australia
lost,won,2nd,Perth,ODI,Australia,England
tied,won,2nd,Auckland,ODI,India,New Zealand
tied,lost,1st,Auckland,ODI,New Zealand,India
won,won,1st,Adelaide,ODI,Australia,England
lost,lost,2nd,Adelaide,ODI,England,Australia
won,lost,2nd,Mount Maunganui,ODI,Netherlands,Canada
lost,won,1st,Mount Maunganui,ODI,Canada,Netherlands
won,lost,2nd,Hamilton,ODI,New Zealand,India
lost,won,1st,Hamilton,ODI,India,New Zealand
won,lost,2nd,Christchurch,ODI,Scotland,Kenya
lost,won,1st,Christchurch,ODI,Kenya,Scotland
won,lost,1st,Wellington,ODI,New Zealand,India
lost,won,2nd,Wellington,ODI,India,New Zealand
won,won,1st,Lincoln,ODI,Scotland,U.A.E.
lost,lost,2nd,Lincoln,ODI,U.A.E.,Scotland
won,lost,1st,Mirpur,ODI,Sri Lanka,Bangladesh
lost,won,2nd,Mirpur,ODI,Bangladesh,Sri Lanka
won,won,1st,Mirpur,ODI,Sri Lanka,Bangladesh
lost,lost,2nd,Mirpur,ODI,Bangladesh,Sri Lanka
won,won,2nd,Mirpur,ODI,Sri Lanka,Bangladesh
lost,lost,1st,Mirpur,ODI,Bangladesh,Sri Lanka
won,lost,2nd,Kingston,ODI,West Indies,Ireland
lost,won,1st,Kingston,ODI,Ireland,West Indies
won,won,1st,Fatullah,ODI,Sri Lanka,Pakistan
lost,lost,2nd,Fatullah,ODI,Pakistan,Sri Lanka
won,won,2nd,Fatullah,ODI,India,Bangladesh
lost,lost,1st,Fatullah,ODI,Bangladesh,India
won,lost,1st,Fatullah,ODI,Pakistan,Afghanistan
lost,won,2nd,Fatullah,ODI,Afghanistan,Pakistan
won,won,2nd,Fatullah,ODI,Sri Lanka,India
lost,lost,1st,Fatullah,ODI,India,Sri Lanka
won,lost,1st,North Sound,ODI,West Indies,England
lost,won,2nd,North Sound,ODI,England,West Indies
won,lost,1st,Fatullah,ODI,Afghanistan,Bangladesh
lost,won,2nd,Fatullah,ODI,Bangladesh,Afghanistan
won,won,2nd,Mirpur,ODI,Pakistan,India
lost,lost,1st,Mirpur,ODI,India,Pakistan
won,won,2nd,North Sound,ODI,England,West Indies
lost,lost,1st,North Sound,ODI,West Indies,England
won,won,1st,Mirpur,ODI,Sri Lanka,Afghanistan
lost,lost,2nd,Mirpur,ODI,Afghanistan,Sri Lanka
won,lost,2nd,Mirpur,ODI,Pakistan,Bangladesh
lost,won,1st,Mirpur,ODI,Bangladesh,Pakistan
won,won,2nd,Mirpur,ODI,India,Afghanistan
lost,lost,1st,Mirpur,ODI,Afghanistan,India
won,lost,1st,North Sound,ODI,England,West Indies
lost,won,2nd,North Sound,ODI,West Indies,England
won,lost,2nd,Mirpur,ODI,Sri Lanka,Bangladesh
lost,won,1st,Mirpur,ODI,Bangladesh,Sri Lanka
won,lost,2nd,Mirpur,ODI,Sri Lanka,Pakistan
lost,won,1st,Mirpur,ODI,Pakistan,Sri Lanka
won,won,2nd,Kuala Lumpur,ODI,Afghanistan,Hong Kong
lost,lost,1st,Kuala Lumpur,ODI,Hong Kong,Afghanistan
won,lost,1st,Kuala Lumpur,ODI,Afghanistan,U.A.E.
lost,won,2nd,Kuala Lumpur,ODI,U.A.E.,Afghanistan
won,won,2nd,Kuala Lumpur,ODI,U.A.E.,Hong Kong
lost,lost,1st,Kuala Lumpur,ODI,Hong Kong,U.A.E.
won,lost,1st,Dublin,ODI,Sri Lanka,Ireland
lost,won,2nd,Dublin,ODI,Ireland,Sri Lanka
won,lost,1st,Aberdeen,ODI,England,Scotland
lost,won,2nd,Aberdeen,ODI,Scotland,England
won,lost,1st,The Oval,ODI,England,Sri Lanka
lost,won,2nd,The Oval,ODI,Sri Lanka,England
won,lost,1st,Chester-le-Street,ODI,Sri Lanka,England
lost,won,2nd,Chester-le-Street,ODI,England,Sri Lanka
won,won,2nd,Manchester,ODI,England,Sri Lanka
lost,lost,1st,Manchester,ODI,Sri Lanka,England
won,lost,1st,Lord's,ODI,Sri Lanka,England
lost,won,2nd,Lord's,ODI,England,Sri Lanka
won,lost,2nd,Birmingham,ODI,Sri Lanka,England
lost,won,1st,Birmingham,ODI,England,Sri Lanka
won,lost,2nd,Mirpur,ODI,India,Bangladesh
lost,won,1st,Mirpur,ODI,Bangladesh,India
won,lost,1st,Mirpur,ODI,India,Bangladesh
lost,won,2nd,Mirpur,ODI,Bangladesh,India
won,won,1st,Colombo (RPS),ODI,South Africa,Sri Lanka
lost,lost,2nd,Colombo (RPS),ODI,Sri Lanka,South Africa
won,won,1st,Pallekele,ODI,Sri Lanka,South Africa
lost,lost,2nd,Pallekele,ODI,South Africa,Sri Lanka
won,won,1st,Hambantota,ODI,South Africa,Sri Lanka
lost,lost,2nd,Hambantota,ODI,Sri Lanka,South Africa
won,won,2nd,Bulawayo,ODI,Zimbabwe,Afghanistan
won,won,2nd,Bulawayo,ODI,Zimbabwe,Afghanistan
lost,lost,1st,Bulawayo,ODI,Zimbabwe,Afghanistan
lost,won,2nd,Bulawayo,ODI,Zimbabwe,Afghanistan
lost,won,2nd,Bulawayo,ODI,Zimbabwe,South Africa
lost,won,2nd,Bulawayo,ODI,Zimbabwe,South Africa
won,won,2nd,St George's,ODI,West Indies,Bangladesh
lost,lost,1st,St George's,ODI,Bangladesh,West Indies
lost,lost,1st,Bulawayo,ODI,Zimbabwe,South Africa
won,lost,1st,St George's,ODI,West Indies,Bangladesh
lost,won,2nd,St George's,ODI,Bangladesh,West Indies
won,won,2nd,Hambantota,ODI,Pakistan,Sri Lanka
lost,lost,1st,Hambantota,ODI,Sri Lanka,Pakistan
lost,won,2nd,Harare,ODI,Zimbabwe,Australia
won,won,1st,Basseterre,ODI,West Indies,Bangladesh
lost,lost,2nd,Basseterre,ODI,Bangladesh,West Indies
won,won,1st,Hambantota,ODI,Sri Lanka,Pakistan
lost,lost,2nd,Hambantota,ODI,Pakistan,Sri Lanka
won,won,2nd,Harare,ODI,South Africa,Australia
lost,lost,1st,Harare,ODI,Australia,South Africa
won,lost,1st,Cardiff,ODI,India,England
lost,won,2nd,Cardiff,ODI,England,India
lost,won,2nd,Harare,ODI,Zimbabwe,South Africa
won,lost,2nd,Dambulla,ODI,Sri Lanka,Pakistan
lost,won,1st,Dambulla,ODI,Pakistan,Sri Lanka
won,won,2nd,Nottingham,ODI,India,England
lost,lost,1st,Nottingham,ODI,England,India
won,lost,2nd,Harare,ODI,Zimbabwe,Australia
won,lost,1st,Harare,ODI,Australia,South Africa
lost,won,2nd,Harare,ODI,South Africa,Australia
won,won,2nd,Birmingham,ODI,India,England
lost,lost,1st,Birmingham,ODI,England,India
lost,won,2nd,Harare,ODI,Zimbabwe,South Africa
won,lost,1st,Leeds,ODI,England,India
lost,won,2nd,Leeds,ODI,India,England
won,won,2nd,Harare,ODI,South Africa,Australia
lost,lost,1st,Harare,ODI,Australia,South Africa
won,won,2nd,Dublin (Malahide),ODI,Ireland,Scotland
lost,lost,1st,Dublin (Malahide),ODI,Scotland,Ireland
won,won,2nd,Dublin (Malahide),ODI,Ireland,Scotland
lost,lost,1st,Dublin (Malahide),ODI,Scotland,Ireland
won,won,2nd,Dublin (Malahide),ODI,Scotland,Ireland
lost,lost,1st,Dublin (Malahide),ODI,Ireland,Scotland
won,won,1st,Sharjah,ODI,Australia,Pakistan
lost,lost,2nd,Sharjah,ODI,Pakistan,Australia
won,lost,1st,Kochi,ODI,West Indies,India
lost,won,2nd,Kochi,ODI,India,West Indies
won,lost,2nd,Dubai (DICS),ODI,Australia,Pakistan
lost,won,1st,Dubai (DICS),ODI,Pakistan,Australia
won,won,1st,Delhi,ODI,India,West Indies
lost,lost,2nd,Delhi,ODI,West Indies,India
won,won,1st,Abu Dhabi,ODI,Australia,Pakistan
lost,lost,2nd,Abu Dhabi,ODI,Pakistan,Australia
won,lost,1st,Dharamsala,ODI,India,West Indies
lost,won,2nd,Dharamsala,ODI,West Indies,India
won,won,2nd,Mount Maunganui,ODI,South Africa,New Zealand
lost,lost,1st,Mount Maunganui,ODI,New Zealand,South Africa
won,lost,1st,Mount Maunganui,ODI,South Africa,New Zealand
lost,won,2nd,Mount Maunganui,ODI,New Zealand,South Africa
won,lost,1st,Cuttack,ODI,India,Sri Lanka
lost,won,2nd,Cuttack,ODI,Sri Lanka,India
won,lost,2nd,Ahmedabad,ODI,India,Sri Lanka
lost,won,1st,Ahmedabad,ODI,Sri Lanka,India
won,lost,2nd,Townsville,ODI,P.N.G.,Hong Kong
lost,won,1st,Townsville,ODI,Hong Kong,P.N.G.
won,lost,2nd,Townsville,ODI,P.N.G.,Hong Kong
lost,won,1st,Townsville,ODI,Hong Kong,P.N.G.
won,lost,2nd,Hyderabad,ODI,India,Sri Lanka
lost,won,1st,Hyderabad,ODI,Sri Lanka,India
won,won,1st,Eden Gardens,ODI,India,Sri Lanka
lost,lost,2nd,Eden Gardens,ODI,Sri Lanka,India
won,lost,1st,Perth,ODI,Australia,South Africa
lost,won,2nd,Perth,ODI,South Africa,Australia
won,lost,2nd,Perth,ODI,South Africa,Australia
lost,won,1st,Perth,ODI,Australia,South Africa
won,lost,2nd,Ranchi,ODI,India,Sri Lanka
lost,won,1st,Ranchi,ODI,Sri Lanka,India
won,won,1st,Canberra,ODI,Australia,South Africa
lost,lost,2nd,Canberra,ODI,South Africa,Australia
won,lost,2nd,Melbourne,ODI,Australia,South Africa
lost,won,1st,Melbourne,ODI,South Africa,Australia
lost,won,2nd,Chattogram,ODI,Zimbabwe,Bangladesh
won,lost,2nd,Sydney,ODI,Australia,South Africa
lost,won,1st,Sydney,ODI,South Africa,Australia
lost,lost,2nd,Chattogram,ODI,Zimbabwe,Bangladesh
lost,won,2nd,Mirpur,ODI,Zimbabwe,Bangladesh
won,lost,1st,Colombo (RPS),ODI,Sri Lanka,England
lost,won,2nd,Colombo (RPS),ODI,England,Sri Lanka
lost,lost,2nd,Mirpur,ODI,Zimbabwe,Bangladesh
won,lost,2nd,ICCA Dubai,ODI,U.A.E.,Afghanistan
lost,won,1st,ICCA Dubai,ODI,Afghanistan,U.A.E.
won,lost,2nd,Colombo (RPS),ODI,Sri Lanka,England
lost,won,1st,Colombo (RPS),ODI,England,Sri Lanka
won,won,2nd,ICCA Dubai,ODI,U.A.E.,Afghanistan
lost,lost,1st,ICCA Dubai,ODI,Afghanistan,U.A.E.
lost,won,1st,Mirpur,ODI,Zimbabwe,Bangladesh
won,won,2nd,ICCA Dubai,ODI,Afghanistan,U.A.E.
lost,lost,1st,ICCA Dubai,ODI,U.A.E.,Afghanistan
won,lost,2nd,Hambantota,ODI,England,Sri Lanka
lost,won,1st,Hambantota,ODI,Sri Lanka,England
won,lost,1st,ICCA Dubai,ODI,U.A.E.,Afghanistan
lost,won,2nd,ICCA Dubai,ODI,Afghanistan,U.A.E.
won,lost,2nd,Colombo (RPS),ODI,Sri Lanka,England
lost,won,1st,Colombo (RPS),ODI,England,Sri Lanka
won,won,2nd,Dubai (DICS),ODI,Pakistan,New Zealand
lost,lost,1st,Dubai (DICS),ODI,New Zealand,Pakistan
won,won,2nd,Pallekele,ODI,England,Sri Lanka
lost,lost,1st,Pallekele,ODI,Sri Lanka,England
won,lost,2nd,Sharjah,ODI,New Zealand,Pakistan
lost,won,1st,Sharjah,ODI,Pakistan,New Zealand
won,won,1st,Pallekele,ODI,Sri Lanka,England
lost,lost,2nd,Pallekele,ODI,England,Sri Lanka
won,won,1st,Sharjah,ODI,Pakistan,New Zealand
lost,lost,2nd,Sharjah,ODI,New Zealand,Pakistan
won,won,1st,Colombo (RPS),ODI,Sri Lanka,England
lost,lost,2nd,Colombo (RPS),ODI,England,Sri Lanka
won,won,1st,Abu Dhabi,ODI,New Zealand,Pakistan
lost,lost,2nd,Abu Dhabi,ODI,Pakistan,New Zealand
won,won,1st,Abu Dhabi,ODI,New Zealand,Pakistan
lost,lost,2nd,Abu Dhabi,ODI,Pakistan,New Zealand
won,won,2nd,ICCA Dubai,ODI,Afghanistan,Scotland
lost,lost,1st,ICCA Dubai,ODI,Scotland,Afghanistan
won,won,2nd,Dubai (DICS),ODI,Ireland,Afghanistan
lost,lost,1st,Dubai (DICS),ODI,Afghanistan,Ireland
won,lost,2nd,Christchurch,ODI,New Zealand,Sri Lanka
lost,won,1st,Christchurch,ODI,Sri Lanka,New Zealand
won,won,2nd,Dubai (DICS),ODI,Ireland,Scotland
lost,lost,1st,Dubai (DICS),ODI,Scotland,Ireland
won,won,1st,Abu Dhabi,ODI,Scotland,Afghanistan
lost,lost,2nd,Abu Dhabi,ODI,Afghanistan,Scotland
won,lost,2nd,Hamilton,ODI,Sri Lanka,New Zealand
lost,won,1st,Hamilton,ODI,New Zealand,Sri Lanka
won,lost,2nd,Sydney,ODI,Australia,England
lost,won,1st,Sydney,ODI,England,Australia
won,won,1st,Durban,ODI,South Africa,West Indies
lost,lost,2nd,Durban,ODI,West Indies,South Africa
won,lost,1st,Dubai (DICS),ODI,Afghanistan,Ireland
lost,won,2nd,Dubai (DICS),ODI,Ireland,Afghanistan
won,lost,2nd,Melbourne,ODI,Australia,India
lost,won,1st,Melbourne,ODI,India,Australia
won,lost,1st,Johannesburg,ODI,South Africa,West Indies
lost,won,2nd,Johannesburg,ODI,West Indies,South Africa
won,lost,2nd,Nelson,ODI,New Zealand,Sri Lanka
lost,won,1st,Nelson,ODI,Sri Lanka,New Zealand
won,lost,2nd,Brisbane,ODI,England,India
lost,won,1st,Brisbane,ODI,India,England
won,lost,2nd,East London,ODI,South Africa,West Indies
lost,won,1st,East London,ODI,West Indies,South Africa
won,lost,1st,Dunedin,ODI,New Zealand,Sri Lanka
lost,won,2nd,Dunedin,ODI,Sri Lanka,New Zealand
won,won,2nd,Hobart,ODI,Australia,England
lost,lost,1st,Hobart,ODI,England,Australia
won,won,1st,Dunedin,ODI,New Zealand,Sri Lanka
lost,lost,2nd,Dunedin,ODI,Sri Lanka,New Zealand
won,won,2nd,Gqeberha,ODI,West Indies,South Africa
lost,lost,1st,Gqeberha,ODI,South Africa,West Indies
won,lost,1st,Centurion,ODI,South Africa,West Indies
lost,won,2nd,Centurion,ODI,West Indies,South Africa
won,won,1st,Wellington,ODI,Sri Lanka,New Zealand
lost,lost,2nd,Wellington,ODI,New Zealand,Sri Lanka
won,won,2nd,Perth,ODI,England,India
lost,lost,1st,Perth,ODI,India,England
won,won,2nd,Wellington,ODI,New Zealand,Pakistan
lost,lost,1st,Wellington,ODI,Pakistan,New Zealand
won,lost,1st,Perth,ODI,Australia,England
lost,won,2nd,Perth,ODI,England,Australia
won,won,1st,Napier,ODI,New Zealand,Pakistan
lost,lost,2nd,Napier,ODI,Pakistan,New Zealand
won,lost,1st,Christchurch,ODI,New Zealand,Sri Lanka
lost,won,2nd,Christchurch,ODI,Sri Lanka,New Zealand
won,lost,1st,Melbourne,ODI,Australia,England
lost,won,2nd,Melbourne,ODI,England,Australia
lost,won,2nd,Hamilton,ODI,Zimbabwe,South Africa
won,won,1st,Adelaide,ODI,India,Pakistan
lost,lost,2nd,Adelaide,ODI,Pakistan,India
won,won,2nd,Nelson,ODI,Ireland,West Indies
lost,lost,1st,Nelson,ODI,West Indies,Ireland
won,won,2nd,Dunedin,ODI,New Zealand,Scotland
lost,lost,1st,Dunedin,ODI,Scotland,New Zealand
won,won,1st,Canberra,ODI,Bangladesh,Afghanistan
lost,lost,2nd,Canberra,ODI,Afghanistan,Bangladesh
won,won,2nd,Nelson,ODI,Zimbabwe,U.A.E.
won,lost,2nd,Wellington,ODI,New Zealand,England
lost,won,1st,Wellington,ODI,England,New Zealand
won,lost,1st,Christchurch,ODI,West Indies,Pakistan
lost,won,2nd,Christchurch,ODI,Pakistan,West Indies
won,won,2nd,Dunedin,ODI,Sri Lanka,Afghanistan
lost,lost,1st,Dunedin,ODI,Afghanistan,Sri Lanka
won,won,1st,Melbourne,ODI,India,South Africa
lost,lost,2nd,Melbourne,ODI,South Africa,India
won,lost,1st,Christchurch,ODI,England,Scotland
lost,won,2nd,Christchurch,ODI,Scotland,England
lost,lost,2nd,Canberra,ODI,Zimbabwe,West Indies
won,won,2nd,Brisbane,ODI,Ireland,U.A.E.
lost,lost,1st,Brisbane,ODI,U.A.E.,Ireland
won,won,2nd,Dunedin,ODI,Afghanistan,Scotland
lost,lost,1st,Dunedin,ODI,Scotland,Afghanistan
won,won,1st,Melbourne,ODI,Sri Lanka,Bangladesh
lost,lost,2nd,Melbourne,ODI,Bangladesh,Sri Lanka
won,won,1st,Sydney,ODI,South Africa,West Indies
lost,lost,2nd,Sydney,ODI,West Indies,South Africa
won,lost,2nd,Auckland,ODI,New Zealand,Australia
lost,won,1st,Auckland,ODI,Australia,New Zealand
won,lost,2nd,Perth,ODI,India,U.A.E.
lost,won,1st,Perth,ODI,U.A.E.,India
won,lost,2nd,Wellington,ODI,Sri Lanka,England
lost,won,1st,Wellington,ODI,England,Sri Lanka
lost,lost,2nd,Brisbane,ODI,Zimbabwe,Pakistan
won,won,1st,Canberra,ODI,South Africa,Ireland
lost,lost,2nd,Canberra,ODI,Ireland,South Africa
won,lost,1st,Napier,ODI,Pakistan,U.A.E.
lost,won,2nd,Napier,ODI,U.A.E.,Pakistan
won,lost,1st,Perth,ODI,Australia,Afghanistan
lost,won,2nd,Perth,ODI,Afghanistan,Australia
won,won,2nd,Nelson,ODI,Bangladesh,Scotland
lost,lost,1st,Nelson,ODI,Scotland,Bangladesh
won,lost,2nd,Perth,ODI,India,West Indies
lost,won,1st,Perth,ODI,West Indies,India
won,lost,1st,Auckland,ODI,Pakistan,South Africa
lost,won,2nd,Auckland,ODI,South Africa,Pakistan
lost,won,2nd,Hobart,ODI,Zimbabwe,Ireland
won,lost,2nd,Napier,ODI,New Zealand,Afghanistan
lost,won,1st,Napier,ODI,Afghanistan,New Zealand
won,won,1st,Sydney,ODI,Australia,Sri Lanka
lost,lost,2nd,Sydney,ODI,Sri Lanka,Australia
won,lost,1st,Adelaide,ODI,Bangladesh,England
lost,won,2nd,Adelaide,ODI,England,Bangladesh
won,lost,2nd,Hamilton,ODI,India,Ireland
lost,won,1st,Hamilton,ODI,Ireland,India
won,won,1st,Hobart,ODI,Sri Lanka,Scotland
lost,lost,2nd,Hobart,ODI,Scotland,Sri Lanka
won,lost,1st,Wellington,ODI,South Africa,U.A.E.
lost,won,2nd,Wellington,ODI,U.A.E.,South Africa
won,won,2nd,Hamilton,ODI,New Zealand,Bangladesh
lost,lost,1st,Hamilton,ODI,Bangladesh,New Zealand
won,won,2nd,Sydney,ODI,England,Afghanistan
lost,lost,1st,Sydney,ODI,Afghanistan,England
lost,lost,1st,Auckland,ODI,Zimbabwe,India
won,won,2nd,Hobart,ODI,Australia,Scotland
lost,lost,1st,Hobart,ODI,Scotland,Australia
won,won,2nd,Napier,ODI,West Indies,U.A.E.
lost,lost,1st,Napier,ODI,U.A.E.,West Indies
won,lost,2nd,Adelaide,ODI,Pakistan,Ireland
lost,won,1st,Adelaide,ODI,Ireland,Pakistan
won,lost,2nd,Sydney,ODI,South Africa,Sri Lanka
lost,won,1st,Sydney,ODI,Sri Lanka,South Africa
won,won,1st,Melbourne,ODI,India,Bangladesh
lost,lost,2nd,Melbourne,ODI,Bangladesh,India
won,lost,2nd,Adelaide,ODI,Australia,Pakistan
lost,won,1st,Adelaide,ODI,Pakistan,Australia
won,won,1st,Wellington,ODI,New Zealand,West Indies
lost,lost,2nd,Wellington,ODI,West Indies,New Zealand
won,lost,2nd,Auckland,ODI,New Zealand,South Africa
lost,won,1st,Auckland,ODI,South Africa,New Zealand
won,won,1st,Sydney,ODI,Australia,India
lost,lost,2nd,Sydney,ODI,India,Australia
won,lost,2nd,Melbourne,ODI,Australia,New Zealand
lost,won,1st,Melbourne,ODI,New Zealand,Australia
won,won,1st,Mirpur,ODI,Bangladesh,Pakistan
lost,lost,2nd,Mirpur,ODI,Pakistan,Bangladesh
won,lost,2nd,Mirpur,ODI,Bangladesh,Pakistan
lost,won,1st,Mirpur,ODI,Pakistan,Bangladesh
won,lost,2nd,Mirpur,ODI,Bangladesh,Pakistan
lost,won,1st,Mirpur,ODI,Pakistan,Bangladesh
lost,lost,2nd,Lahore,ODI,Zimbabwe,Pakistan
lost,lost,1st,Lahore,ODI,Zimbabwe,Pakistan
won,lost,1st,Birmingham,ODI,England,New Zealand
lost,won,2nd,Birmingham,ODI,New Zealand,England
won,won,1st,The Oval,ODI,New Zealand,England
lost,lost,2nd,The Oval,ODI,England,New Zealand
won,lost,2nd,Southampton,ODI,New Zealand,England
lost,won,1st,Southampton,ODI,England,New Zealand
won,lost,2nd,Nottingham,ODI,England,New Zealand
lost,won,1st,Nottingham,ODI,New Zealand,England
won,won,1st,Mirpur,ODI,Bangladesh,India
lost,lost,2nd,Mirpur,ODI,India,Bangladesh
won,won,2nd,Chester-le-Street,ODI,England,New Zealand
lost,lost,1st,Chester-le-Street,ODI,New Zealand,England
won,lost,2nd,Mirpur,ODI,Bangladesh,India
lost,won,1st,Mirpur,ODI,India,Bangladesh
won,lost,1st,Mirpur,ODI,India,Bangladesh
lost,won,2nd,Mirpur,ODI,Bangladesh,India
lost,won,2nd,Harare,ODI,Zimbabwe,India
won,lost,2nd,Mirpur,ODI,South Africa,Bangladesh
lost,won,1st,Mirpur,ODI,Bangladesh,South Africa
won,won,2nd,Dambulla,ODI,Pakistan,Sri Lanka
lost,lost,1st,Dambulla,ODI,Sri Lanka,Pakistan
lost,won,2nd,Harare,ODI,Zimbabwe,India
won,lost,2nd,Mirpur,ODI,Bangladesh,South Africa
lost,won,1st,Mirpur,ODI,South Africa,Bangladesh
lost,won,2nd,Harare,ODI,Zimbabwe,India
won,lost,2nd,Chattogram,ODI,Bangladesh,South Africa
lost,won,1st,Chattogram,ODI,South Africa,Bangladesh
won,lost,2nd,Pallekele,ODI,Sri Lanka,Pakistan
lost,won,1st,Pallekele,ODI,Pakistan,Sri Lanka
won,won,1st,Colombo (RPS),ODI,Pakistan,Sri Lanka
lost,lost,2nd,Colombo (RPS),ODI,Sri Lanka,Pakistan
won,lost,2nd,Colombo (RPS),ODI,Pakistan,Sri Lanka
lost,won,1st,Colombo (RPS),ODI,Sri Lanka,Pakistan
won,won,1st,Hambantota,ODI,Sri Lanka,Pakistan
lost,lost,2nd,Hambantota,ODI,Pakistan,Sri Lanka
won,won,2nd,Harare,ODI,Zimbabwe,New Zealand
lost,won,1st,Harare,ODI,Zimbabwe,New Zealand
lost,won,2nd,Harare,ODI,Zimbabwe,New Zealand
won,lost,1st,Centurion,ODI,South Africa,New Zealand
lost,won,2nd,Centurion,ODI,New Zealand,South Africa
won,lost,2nd,Potchefstroom,ODI,New Zealand,South Africa
lost,won,1st,Potchefstroom,ODI,South Africa,New Zealand
won,won,1st,Durban,ODI,South Africa,New Zealand
lost,lost,2nd,Durban,ODI,New Zealand,South Africa
won,won,1st,Belfast,ODI,Australia,Ireland
lost,lost,2nd,Belfast,ODI,Ireland,Australia
won,won,1st,Southampton,ODI,Australia,England
lost,lost,2nd,Southampton,ODI,England,Australia
won,lost,1st,Lord's,ODI,Australia,England
lost,won,2nd,Lord's,ODI,England,Australia
won,won,1st,Manchester,ODI,England,Australia
lost,lost,2nd,Manchester,ODI,Australia,England
won,lost,2nd,Leeds,ODI,England,Australia
lost,won,1st,Leeds,ODI,Australia,England
won,lost,2nd,Manchester,ODI,Australia,England
lost,won,1st,Manchester,ODI,England,Australia
lost,won,2nd,Harare,ODI,Zimbabwe,Pakistan
won,lost,1st,Harare,ODI,Zimbabwe,Pakistan
lost,lost,1st,Harare,ODI,Zimbabwe,Pakistan
won,won,2nd,Harare,ODI,Zimbabwe,Ireland
won,won,1st,Kanpur,ODI,South Africa,India
lost,lost,2nd,Kanpur,ODI,India,South Africa
won,won,2nd,Harare,ODI,Zimbabwe,Ireland
lost,lost,1st,Harare,ODI,Zimbabwe,Ireland
won,won,1st,Indore,ODI,India,South Africa
lost,lost,2nd,Indore,ODI,South Africa,India
won,lost,2nd,Bulawayo,ODI,Zimbabwe,Afghanistan
lost,lost,2nd,Bulawayo,ODI,Zimbabwe,Afghanistan
won,won,1st,Rajkot,ODI,South Africa,India
lost,lost,2nd,Rajkot,ODI,India,South Africa
won,lost,2nd,Bulawayo,ODI,Zimbabwe,Afghanistan
lost,won,1st,Bulawayo,ODI,Zimbabwe,Afghanistan
won,won,1st,Chennai,ODI,India,South Africa
lost,lost,2nd,Chennai,ODI,South Africa,India
lost,won,2nd,Bulawayo,ODI,Zimbabwe,Afghanistan
won,won,1st,Wankhede,ODI,South Africa,India
lost,lost,2nd,Wankhede,ODI,India,South Africa
won,won,2nd,Colombo (RPS),ODI,Sri Lanka,West Indies
lost,lost,1st,Colombo (RPS),ODI,West Indies,Sri Lanka
won,lost,2nd,Colombo (RPS),ODI,Sri Lanka,West Indies
